,Administrative_Visited,Administrative_Duration,Informational_Visited,Informational_Duration,ProductRelated_Visited,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Average_D,Average_user_visit
5362,1,5.0,1,25.0,81,1421.668627,0.0,0.000833333,0.0,0.6,May,2,4,3,4,Returning_Visitor,No,NotBuy,483.88954233333334,27.666666666666668
5363,0,0.0,0,0.0,25,934.3666667,0.024,0.054,0.0,0.6,May,2,2,6,13,Returning_Visitor,No,NotBuy,311.45555556666665,8.333333333333334
5364,4,138.3333333,0,0.0,3,277.5,0.0,0.011111111,0.0,0.0,May,3,3,3,2,New_Visitor,No,NotBuy,138.6111111,2.3333333333333335
5365,2,158.0,0,0.0,12,751.5,0.0,0.014285714,32.02714286,0.0,May,2,2,1,2,Returning_Visitor,No,Buy,303.1666666666667,4.666666666666667
5366,0,0.0,0,0.0,16,195.5,0.0125,0.06875,0.0,0.0,May,2,4,3,4,Returning_Visitor,No,NotBuy,65.16666666666667,5.333333333333333
5367,2,87.0,0,0.0,20,918.0833333,0.0075,0.010666667,0.0,0.0,May,1,1,2,2,Returning_Visitor,No,NotBuy,335.0277777666667,7.333333333333333
5368,7,63.16666667,0,0.0,105,4797.987915,0.005607477,0.013726336,8.072426168,0.0,May,2,2,3,1,Returning_Visitor,No,NotBuy,1620.3848605566666,37.333333333333336
5369,8,69.83333333,1,157.0,45,901.9166667,0.007189542,0.02627451,7.802611111,0.0,May,2,2,1,6,Returning_Visitor,No,NotBuy,376.25000000999995,18.0
5370,0,0.0,1,8.0,36,1093.154762,0.0,0.001428571,0.0,0.0,May,1,1,6,4,Returning_Visitor,No,NotBuy,367.0515873333333,12.333333333333334
5371,6,313.0,2,0.0,49,2382.428571,0.022641509,0.048227559,5.513345912,0.0,May,4,2,1,4,Returning_Visitor,Yes,NotBuy,898.4761903333333,19.0
5372,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,May,3,2,6,3,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
5373,0,0.0,0,0.0,38,1417.666667,0.016117216,0.048717949,0.0,1.0,May,2,6,3,6,Returning_Visitor,Yes,NotBuy,472.55555566666663,12.666666666666666
5374,4,292.1904762,1,194.5,56,1948.713745,0.001724138,0.021055381,14.69293103,0.0,May,1,2,3,2,Returning_Visitor,No,Buy,811.8014070666667,20.333333333333332
5375,0,0.0,0,0.0,25,588.7190476,0.0,0.014782609,0.0,0.0,May,3,2,4,2,Returning_Visitor,No,NotBuy,196.2396825333333,8.333333333333334
5376,0,0.0,0,0.0,37,356.1666667,0.002702703,0.012162162,0.0,0.4,May,2,2,1,2,Returning_Visitor,No,NotBuy,118.72222223333334,12.333333333333334
5377,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,6,7,3,15,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
5378,0,0.0,0,0.0,5,0.0,0.2,0.2,0.0,0.0,May,3,2,6,13,Returning_Visitor,No,NotBuy,0.0,1.6666666666666667
5379,0,0.0,0,0.0,3,13.0,0.066666667,0.133333333,0.0,0.0,May,3,2,3,3,Returning_Visitor,No,NotBuy,4.333333333333333,1.0
5380,0,0.0,0,0.0,50,1156.384921,0.008,0.0355,0.0,0.6,May,2,2,4,1,Returning_Visitor,No,NotBuy,385.4616403333334,16.666666666666668
5381,7,52.4,3,202.5,55,1995.466667,0.003333333,0.025396825,1.8315,0.0,May,2,2,6,13,Returning_Visitor,No,NotBuy,750.1222223333333,21.666666666666668
5382,0,0.0,0,0.0,8,429.0,0.0,0.05,0.0,0.0,May,2,2,1,2,Returning_Visitor,No,NotBuy,143.0,2.6666666666666665
5383,0,0.0,0,0.0,51,1424.866667,0.004081633,0.020779221,0.0,0.6,May,2,2,4,1,Returning_Visitor,No,NotBuy,474.95555566666667,17.0
5384,0,0.0,0,0.0,27,444.1,0.0,0.016,0.0,0.6,May,2,2,4,3,Returning_Visitor,No,NotBuy,148.03333333333333,9.0
5385,1,4.0,0,0.0,14,333.9,0.0,0.007142857,24.50485714,0.0,May,3,2,2,6,New_Visitor,No,Buy,112.63333333333333,5.0
5386,0,0.0,0,0.0,5,22.0,0.08,0.12,0.0,0.0,May,3,2,3,13,Returning_Visitor,No,NotBuy,7.333333333333333,1.6666666666666667
5387,0,0.0,0,0.0,31,558.3333333,0.0,0.026666667,0.0,0.8,May,2,2,8,3,Returning_Visitor,No,NotBuy,186.11111110000002,10.333333333333334
5388,0,0.0,0,0.0,7,94.33333333,0.0,0.028571429,0.0,0.0,May,2,5,2,3,Returning_Visitor,No,NotBuy,31.444444443333335,2.3333333333333335
5389,1,4.0,0,0.0,19,760.25,0.0,0.011764706,33.788,0.0,May,1,2,1,3,New_Visitor,No,Buy,254.75,6.666666666666667
5390,0,0.0,0,0.0,3,189.0,0.0,0.066666667,0.0,0.0,May,2,2,3,4,Returning_Visitor,No,NotBuy,63.0,1.0
5391,0,0.0,0,0.0,25,981.0,0.024,0.048,15.3956,0.0,May,2,4,3,1,Returning_Visitor,No,Buy,327.0,8.333333333333334
5392,0,0.0,0,0.0,10,123.0,0.0,0.02,0.0,0.0,May,2,2,3,3,Returning_Visitor,No,NotBuy,41.0,3.3333333333333335
5393,4,132.6666667,0,0.0,25,773.5595238,0.0,0.027572016,5.167133333,0.0,May,3,2,2,2,Returning_Visitor,No,Buy,302.07539683333334,9.666666666666666
5394,6,51.5,0,0.0,29,944.9166667,0.0,0.014285714,49.01914286,0.0,May,2,2,4,2,Returning_Visitor,Yes,Buy,332.1388889,11.666666666666666
5395,0,0.0,0,0.0,7,155.0,0.066666667,0.1,0.0,0.0,May,2,2,1,4,Returning_Visitor,No,NotBuy,51.666666666666664,2.3333333333333335
5396,4,250.0,0,0.0,11,418.0,0.0,0.014285714,0.0,0.0,May,2,2,1,2,New_Visitor,No,NotBuy,222.66666666666666,5.0
5397,1,90.0,1,34.0,57,1092.364286,0.0,0.006321839,19.11506897,0.6,May,2,2,7,4,Returning_Visitor,No,Buy,405.454762,19.666666666666668
5398,0,0.0,0,0.0,19,485.0833333,0.0,0.011764706,0.0,0.0,May,2,2,1,2,Returning_Visitor,No,NotBuy,161.69444443333333,6.333333333333333
5399,3,78.0,0,0.0,27,672.5833333,0.0125,0.039583333,8.07853125,0.0,May,2,2,4,4,Returning_Visitor,No,Buy,250.19444443333336,10.0
5400,0,0.0,0,0.0,7,151.5,0.0,0.028571429,0.0,0.8,May,2,2,1,4,Returning_Visitor,No,NotBuy,50.5,2.3333333333333335
5401,11,771.9285714,2,214.1666667,39,1022.474026,0.000833333,0.012361111,52.05165,0.0,May,3,2,1,2,Returning_Visitor,No,Buy,669.5230880333334,17.333333333333332
5402,1,34.0,0,0.0,11,765.1666667,0.0,0.006666667,0.0,0.0,May,4,1,4,6,Returning_Visitor,No,NotBuy,266.3888889,4.0
5403,0,0.0,0,0.0,48,2235.0,0.004347826,0.025362319,9.127391304,0.0,May,2,2,7,2,Returning_Visitor,Yes,NotBuy,745.0,16.0
5404,2,95.0,3,48.0,9,259.5,0.0,0.015384615,0.0,0.0,May,1,1,1,2,Returning_Visitor,No,NotBuy,134.16666666666666,4.666666666666667
5405,0,0.0,0,0.0,24,324.0,0.104166667,0.131944444,0.0,0.6,May,3,2,6,13,Returning_Visitor,No,NotBuy,108.0,8.0
5406,0,0.0,0,0.0,4,48.0,0.05,0.075,0.0,0.0,May,2,4,1,1,Returning_Visitor,Yes,NotBuy,16.0,1.3333333333333333
5407,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,4,1,6,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
5408,3,295.6666667,0,0.0,48,2207.833333,0.001041667,0.016921296,0.0,0.0,May,1,8,3,11,Returning_Visitor,No,NotBuy,834.4999999,17.0
5409,1,20.0,0,0.0,18,512.8333333,0.021052632,0.046491228,4.308315789,0.0,May,1,1,3,3,Returning_Visitor,No,NotBuy,177.61111110000002,6.333333333333333
5410,2,30.0,0,0.0,176,4126.353297,0.001363636,0.011363949,22.02197159,0.6,May,2,2,7,2,Returning_Visitor,No,Buy,1385.4510989999999,59.333333333333336
5411,0,0.0,0,0.0,19,837.3666667,0.021052632,0.054586466,0.0,1.0,May,1,1,3,3,Returning_Visitor,Yes,NotBuy,279.12222223333333,6.333333333333333
5412,0,0.0,0,0.0,8,72.0,0.025,0.05,0.0,0.4,May,2,2,1,4,Returning_Visitor,No,NotBuy,24.0,2.6666666666666665
5413,9,184.0,5,61.0,68,1986.251515,0.0,0.009553204,17.19611523,0.0,May,2,6,2,3,Returning_Visitor,No,NotBuy,743.750505,27.333333333333332
5414,0,0.0,0,0.0,72,2347.716667,0.028169014,0.037793427,0.0,0.8,May,3,2,1,13,Returning_Visitor,No,NotBuy,782.5722223333333,24.0
5415,0,0.0,0,0.0,4,13.0,0.133333333,0.133333333,0.0,0.4,May,2,5,1,3,Returning_Visitor,No,NotBuy,4.333333333333333,1.3333333333333333
5416,0,0.0,0,0.0,17,287.5,0.066666667,0.087037037,0.0,0.8,May,3,2,4,13,Returning_Visitor,No,NotBuy,95.83333333333333,5.666666666666667
5417,4,57.0,0,0.0,10,497.1,0.0,0.009848485,0.0,0.0,May,1,1,8,2,Returning_Visitor,No,NotBuy,184.70000000000002,4.666666666666667
5418,0,0.0,0,0.0,4,1245.0,0.0,0.1,0.0,0.0,May,2,2,3,6,Returning_Visitor,No,NotBuy,415.0,1.3333333333333333
5419,5,154.8333333,7,285.0,90,3262.350896,0.003125,0.010909616,0.0,0.0,May,3,2,5,6,Returning_Visitor,No,NotBuy,1234.0614097666667,34.0
5420,2,45.0,2,31.0,47,1541.327451,0.000653595,0.023288614,0.0,0.8,May,3,3,8,4,Returning_Visitor,No,NotBuy,539.1091503333333,17.0
5421,0,0.0,0,0.0,3,125.0,0.05,0.075,0.0,0.8,May,2,2,1,4,Returning_Visitor,No,NotBuy,41.666666666666664,1.0
5422,4,31.0,1,46.0,80,1793.777778,0.017857143,0.031725417,0.0,0.6,May,2,2,3,3,Returning_Visitor,No,NotBuy,623.5925926666666,28.333333333333332
5423,1,3.0,0,0.0,26,885.0,0.0,0.036111111,17.5455,0.0,May,2,2,1,2,Returning_Visitor,No,Buy,296.0,9.0
5424,1,34.0,0,0.0,36,646.2857143,0.0,0.005882353,0.0,0.0,May,2,4,6,3,Returning_Visitor,No,NotBuy,226.76190476666667,12.333333333333334
5425,6,200.2222222,2,126.0,146,7253.676493,0.006570513,0.020305773,5.942025641,0.4,May,2,2,3,1,Returning_Visitor,No,NotBuy,2526.632905066667,51.333333333333336
5426,2,40.0,0,0.0,4,55.0,0.0,0.033333333,0.0,0.2,May,4,2,1,13,Returning_Visitor,No,NotBuy,31.666666666666668,2.0
5427,0,0.0,1,2.0,25,344.3214286,0.00617284,0.033333333,0.0,0.4,May,2,2,1,1,Returning_Visitor,No,NotBuy,115.44047619999999,8.666666666666666
5428,5,33.66666667,0,0.0,4,21.66666667,0.0,0.02,0.0,0.0,May,2,2,1,5,New_Visitor,No,NotBuy,18.444444446666665,3.0
5429,1,0.0,0,0.0,4,334.0,0.08,0.116,0.0,0.0,May,1,1,3,1,Returning_Visitor,Yes,NotBuy,111.33333333333333,1.6666666666666667
5430,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,3,1,3,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
5431,0,0.0,0,0.0,28,608.5227273,0.015384615,0.021952663,0.0,0.0,May,2,2,1,6,Returning_Visitor,Yes,NotBuy,202.8409091,9.333333333333334
5432,0,0.0,0,0.0,4,4.0,0.125,0.175,0.0,0.8,May,3,2,4,13,Returning_Visitor,No,NotBuy,1.3333333333333333,1.3333333333333333
5433,4,24.16666667,0,0.0,56,1977.385088,0.0,0.007471264,0.0,0.4,May,2,2,1,4,Returning_Visitor,No,NotBuy,667.1839182233333,20.0
5434,9,194.4166667,2,20.0,11,1569.166667,0.013333333,0.028666667,18.80505,0.0,May,3,2,7,6,Returning_Visitor,No,NotBuy,594.5277778999999,7.333333333333333
5435,4,58.0,0,0.0,31,806.5,0.0,0.009375,9.7455,0.0,May,2,4,1,4,Returning_Visitor,No,Buy,288.1666666666667,11.666666666666666
5436,0,0.0,0,0.0,36,631.3068627,0.021142857,0.047901224,0.0,0.8,May,2,2,3,6,Returning_Visitor,No,NotBuy,210.4356209,12.0
5437,0,0.0,1,35.0,33,782.0833333,0.0,0.005882353,23.03329412,0.0,May,2,4,9,2,New_Visitor,No,Buy,272.3611111,11.333333333333334
5438,2,11.0,0,0.0,12,347.0,0.0,0.023076923,9.960923077,0.0,May,1,1,3,3,Returning_Visitor,Yes,Buy,119.33333333333333,4.666666666666667
5439,1,149.5,0,0.0,32,1562.333333,0.038709677,0.062580645,7.636645161,0.2,May,2,2,3,2,Returning_Visitor,No,NotBuy,570.611111,11.0
5440,3,453.0,3,493.5,36,1199.522619,0.004761905,0.011534392,9.323531746,0.0,May,6,2,2,4,Returning_Visitor,No,NotBuy,715.3408730000001,14.0
5441,1,32.0,0,0.0,18,299.5,0.015789474,0.022807018,19.448,0.0,May,2,2,5,1,Returning_Visitor,Yes,Buy,110.5,6.333333333333333
5442,0,0.0,0,0.0,18,103.8333333,0.033333333,0.055555556,0.0,0.0,May,2,2,3,3,Returning_Visitor,No,NotBuy,34.6111111,6.0
5443,3,101.6666667,0,0.0,22,2250.083333,0.0,0.019565217,32.70730435,0.0,May,2,4,4,1,Returning_Visitor,No,Buy,783.9166665666667,8.333333333333334
5444,2,59.0,0,0.0,3,82.0,0.04,0.06,0.0,0.0,May,1,1,6,3,New_Visitor,No,NotBuy,47.0,1.6666666666666667
5445,0,0.0,0,0.0,6,747.0,0.033333333,0.066666667,0.0,0.0,May,2,2,3,3,Returning_Visitor,No,NotBuy,249.0,2.0
5446,4,316.5,0,0.0,8,298.6904762,0.0,0.002083333,0.0,0.0,May,3,2,2,2,Returning_Visitor,Yes,NotBuy,205.06349206666664,4.0
5447,9,309.25,0,0.0,58,1572.27381,0.003870968,0.017803379,0.0,0.0,May,2,2,6,2,Returning_Visitor,No,NotBuy,627.1746033333333,22.333333333333332
5448,3,35.5,0,0.0,14,241.7692308,0.0,0.020416667,0.0,0.6,May,3,2,3,2,Returning_Visitor,No,NotBuy,92.42307693333333,5.666666666666667
5449,5,69.5,4,116.0,84,2839.75,0.0,0.006593407,6.281494505,0.0,May,2,4,9,2,New_Visitor,No,NotBuy,1008.4166666666666,31.0
5450,2,42.0,0,0.0,17,275.702381,0.04,0.06,0.0,0.6,May,3,2,8,2,Returning_Visitor,No,NotBuy,105.90079366666667,6.333333333333333
5451,4,85.92857143,0,0.0,39,681.7619048,0.015384615,0.032988166,0.0,0.0,May,1,1,7,3,Returning_Visitor,No,NotBuy,255.89682541000002,14.333333333333334
5452,0,0.0,0,0.0,5,95.5,0.0,0.013333333,0.0,0.0,May,2,4,1,3,Returning_Visitor,No,NotBuy,31.833333333333332,1.6666666666666667
5453,2,76.0,1,79.0,35,2072.666667,0.007207207,0.031081081,8.1,0.8,May,2,4,7,2,Returning_Visitor,No,NotBuy,742.5555556666667,12.666666666666666
5454,0,0.0,0,0.0,13,214.25,0.091666667,0.097777778,0.0,0.8,May,3,2,3,13,Returning_Visitor,No,NotBuy,71.41666666666667,4.333333333333333
5455,0,0.0,0,0.0,1,207.5702479,0.0,0.007936508,0.0,0.0,Oct,2,2,1,5,Returning_Visitor,No,NotBuy,69.19008263333333,0.3333333333333333
5456,3,40.2,0,0.0,11,201.1333333,0.0,0.02,0.0,0.0,June,2,2,2,1,New_Visitor,No,NotBuy,80.44444443333333,4.666666666666667
5457,1,63.4,0,0.0,3,120.4,0.0,0.0,42.29306752,0.0,Oct,1,1,3,3,New_Visitor,No,Buy,61.26666666666667,1.3333333333333333
5458,6,618.0666667,0,0.0,50,1342.083333,0.0,0.004385965,28.06804986,0.0,June,2,2,6,11,New_Visitor,No,Buy,653.3833332333334,18.666666666666668
5459,0,0.0,0,0.0,2,7.0,0.0,0.1,0.0,0.0,June,2,2,7,1,Returning_Visitor,No,NotBuy,2.3333333333333335,0.6666666666666666
5460,3,152.6,0,0.0,28,608.8833333,0.009375,0.03125,19.82770888,0.0,Jul,2,2,7,13,Returning_Visitor,No,Buy,253.82777776666669,10.333333333333334
5461,7,56.3,0,0.0,15,315.4,0.0,0.011111111,0.0,0.0,Oct,2,2,1,2,New_Visitor,No,NotBuy,123.89999999999999,7.333333333333333
5462,0,0.0,0,0.0,20,419.6,0.038095238,0.068253968,0.0,0.0,Aug,3,2,3,3,Returning_Visitor,Yes,NotBuy,139.86666666666667,6.666666666666667
5463,1,39.2,2,120.8,7,80.5,0.0,0.01,0.0,0.0,Nov,3,2,4,2,New_Visitor,Yes,NotBuy,80.16666666666667,3.3333333333333335
5464,3,89.6,0,0.0,57,1721.906667,0.0,0.005932203,204.0079491,0.0,Nov,2,2,1,4,Returning_Visitor,Yes,Buy,603.8355556666667,20.0
5465,2,104.3,0,0.0,48,2307.661212,0.025510204,0.035488428,4.348145623,0.0,Oct,1,1,4,1,Returning_Visitor,Yes,NotBuy,803.9870706666667,16.666666666666668
5466,0,0.0,0,0.0,4,41.4,0.075,0.125,0.0,0.0,Jul,3,2,6,1,Returning_Visitor,No,NotBuy,13.799999999999999,1.3333333333333333
5467,4,204.2,0,0.0,31,652.3766667,0.012121212,0.016161616,0.0,0.0,Nov,1,1,6,1,Returning_Visitor,No,NotBuy,285.5255555666667,11.666666666666666
5468,17,180.1333333,1,80.6,180,6512.010952,0.002645503,0.012248677,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,No,NotBuy,2257.5814284333333,66.0
5469,1,12.0,0,0.0,36,493.3033901,0.0,0.01660575,0.0,0.0,Oct,2,2,5,2,Returning_Visitor,No,NotBuy,168.43446336666668,12.333333333333334
5470,2,13.0,0,0.0,17,209.7,0.023529412,0.038235294,0.0,0.0,June,1,1,3,4,Returning_Visitor,No,NotBuy,74.23333333333333,6.333333333333333
5471,0,0.0,0,0.0,5,68.4,0.0,0.08,0.0,0.0,June,2,4,2,4,Returning_Visitor,No,NotBuy,22.8,1.6666666666666667
5472,3,41.2,0,0.0,7,942.8,0.0,0.03,0.0,0.0,Aug,1,1,4,5,New_Visitor,No,NotBuy,328.0,3.3333333333333335
5473,4,101.8,0,0.0,91,5692.211713,0.006451613,0.033623455,0.0,0.0,Sep,4,1,9,1,Returning_Visitor,No,NotBuy,1931.3372376666666,31.666666666666668
5474,1,26.2,0,0.0,4,106.8,0.0,0.04,36.66178288,0.0,Oct,2,2,2,5,New_Visitor,No,Buy,44.333333333333336,1.6666666666666667
5475,2,79.6,3,332.08,34,1011.016667,0.018918919,0.043243243,5.128358233,0.0,Oct,2,2,7,1,Returning_Visitor,No,Buy,474.2322223333333,13.0
5476,4,159.0,0,0.0,16,307.6166667,0.0,0.010526316,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,Yes,NotBuy,155.5388889,6.666666666666667
5477,7,227.9,0,0.0,22,701.0166667,0.0,0.001666667,0.0,0.0,Oct,2,4,4,2,Returning_Visitor,No,NotBuy,309.6388889,9.666666666666666
5478,2,47.4,0,0.0,14,478.6,0.04375,0.079166667,0.0,0.0,Jul,4,1,1,4,Returning_Visitor,Yes,NotBuy,175.33333333333334,5.333333333333333
5479,0,0.0,0,0.0,13,710.0666667,0.0,0.007692308,72.52283848,0.0,Nov,1,1,2,2,Returning_Visitor,No,Buy,236.68888890000002,4.333333333333333
5480,1,0.0,0,0.0,3,259.0,0.0,0.04,48.04726202,0.0,Oct,2,2,1,4,Returning_Visitor,No,Buy,86.33333333333333,1.3333333333333333
5481,0,0.0,0,0.0,34,1228.5,0.039705882,0.059313725,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,No,NotBuy,409.5,11.333333333333334
5482,2,196.6,0,0.0,31,1514.3,0.036363636,0.066666667,0.0,0.0,Aug,1,8,7,1,Returning_Visitor,Yes,NotBuy,570.3,11.0
5483,3,33.2,0,0.0,10,278.4333333,0.007142857,0.026190476,32.70034468,0.0,Jul,2,2,6,1,Returning_Visitor,No,Buy,103.87777776666667,4.333333333333333
5484,0,0.0,0,0.0,6,86.53333333,0.0,0.066666667,0.0,0.0,Oct,1,1,7,2,Returning_Visitor,Yes,NotBuy,28.844444443333334,2.0
5485,3,9.5,0,0.0,25,528.9666667,0.007692308,0.037179487,3.296827304,0.0,June,2,2,2,3,Returning_Visitor,No,NotBuy,179.4888889,9.333333333333334
5486,2,55.4,0,0.0,25,402.75,0.015384615,0.034065934,0.0,0.0,Jul,3,2,5,1,Returning_Visitor,No,NotBuy,152.71666666666667,9.0
5487,0,0.0,0,0.0,1,0.0,0.1,0.2,0.0,0.0,Jul,2,2,2,5,New_Visitor,Yes,NotBuy,0.0,0.3333333333333333
5488,10,1222.4,0,0.0,26,2988.883333,0.0,0.002903226,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,No,NotBuy,1403.761111,12.0
5489,0,0.0,0,0.0,42,844.58,0.05952381,0.085396825,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,No,NotBuy,281.5266666666667,14.0
5490,3,13.73333333,1,2.0,27,407.6833333,0.006666667,0.011555556,0.0,0.0,Jul,2,2,1,4,Returning_Visitor,No,Buy,141.13888887666667,10.333333333333334
5491,1,23.2,0,0.0,30,964.4666667,0.0,0.003571429,51.03362522,0.0,Oct,2,2,5,2,New_Visitor,No,Buy,329.22222223333335,10.333333333333334
5492,5,150.7,0,0.0,12,201.6,0.026666667,0.04,0.0,0.0,Oct,1,1,4,2,New_Visitor,No,NotBuy,117.43333333333332,5.666666666666667
5493,5,66.6,0,0.0,13,523.6,0.0,0.013333333,0.0,0.0,Oct,2,2,6,3,Returning_Visitor,No,NotBuy,196.73333333333335,6.0
5494,0,0.0,0,0.0,24,968.6924242,0.0,0.0,106.2525169,0.0,Nov,1,1,9,2,Returning_Visitor,No,Buy,322.89747473333335,8.0
5495,1,92.6,0,0.0,4,207.9333333,0.0,0.04,0.0,0.0,Jul,1,1,9,20,New_Visitor,No,NotBuy,100.17777776666667,1.6666666666666667
5496,0,0.0,0,0.0,16,1062.666667,0.0,0.0125,54.56704868,0.0,Sep,4,1,1,4,New_Visitor,No,Buy,354.2222223333333,5.333333333333333
5497,13,1013.056909,2,102.8,77,2697.022104,0.0,0.009471471,1.798669862,0.0,Nov,1,1,9,2,Returning_Visitor,No,NotBuy,1270.959671,30.666666666666668
5498,1,48.4,0,0.0,22,2707.386667,0.0,0.009722222,0.0,0.0,Sep,3,2,1,1,Returning_Visitor,Yes,NotBuy,918.5955556666668,7.666666666666667
5499,1,57.4,0,0.0,6,303.1,0.028571429,0.014285714,0.0,0.0,June,1,2,3,2,Returning_Visitor,No,NotBuy,120.16666666666667,2.3333333333333335
5500,7,297.6,0,0.0,66,3572.241757,0.005797101,0.012314449,7.766280897,0.0,Oct,2,2,8,2,Returning_Visitor,No,NotBuy,1289.9472523333332,24.333333333333332
5501,0,0.0,0,0.0,2,12.0,0.1,0.1,0.0,0.0,Sep,4,1,1,2,Returning_Visitor,No,NotBuy,4.0,0.6666666666666666
5502,0,0.0,0,0.0,38,3287.0,0.036842105,0.075814536,0.0,0.0,June,2,5,1,1,Returning_Visitor,No,NotBuy,1095.6666666666667,12.666666666666666
5503,0,0.0,0,0.0,47,902.77,0.022222222,0.04037037,0.0,0.0,Jul,3,2,8,1,Returning_Visitor,No,NotBuy,300.92333333333335,15.666666666666666
5504,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Oct,1,1,8,1,Returning_Visitor,Yes,NotBuy,0.0,0.3333333333333333
5505,0,0.0,0,0.0,16,519.8666667,0.0,0.0,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,No,NotBuy,173.2888889,5.333333333333333
5506,2,56.73333333,0,0.0,33,1091.394074,0.0,0.003594771,0.0,0.0,Oct,4,2,3,2,New_Visitor,Yes,NotBuy,382.7091357766667,11.666666666666666
5507,1,86.6,0,0.0,14,349.5761905,0.0,0.004761905,60.43737784,0.0,Nov,1,1,1,3,New_Visitor,No,Buy,145.39206349999998,5.0
5508,7,38.6,0,0.0,70,1087.7,0.0,0.004861111,0.0,0.0,Oct,2,2,4,5,Returning_Visitor,No,NotBuy,375.43333333333334,25.666666666666668
5509,6,545.65,3,204.3466667,69,1182.432333,0.000684932,0.002998087,19.71529542,0.0,Nov,2,2,1,13,Returning_Visitor,Yes,Buy,644.1429999000001,26.0
5510,3,94.6,0,0.0,16,1254.0,0.0,0.019327731,0.0,0.0,Nov,3,2,7,2,New_Visitor,Yes,NotBuy,449.5333333333333,6.333333333333333
5511,6,53.0,0,0.0,40,778.8333333,0.0,0.009469697,8.480846261,0.0,Aug,1,1,1,4,New_Visitor,Yes,NotBuy,277.2777777666667,15.333333333333334
5512,3,28.8,5,2195.3,21,378.4,0.02962963,0.030864198,0.0,0.0,Jul,1,1,3,1,Returning_Visitor,No,NotBuy,867.5000000000001,9.666666666666666
5513,5,46.52,0,0.0,133,2248.914286,0.012077922,0.029349567,6.373770623,0.0,Jul,1,1,1,4,Returning_Visitor,No,Buy,765.144762,46.0
5514,1,41.4,0,0.0,30,558.6111111,0.009090909,0.046464646,0.0,0.0,Sep,2,10,2,1,Returning_Visitor,No,Buy,200.0037037,10.333333333333334
5515,6,82.14,0,0.0,12,191.1,0.0,0.0125,0.0,0.0,Nov,2,4,9,4,Returning_Visitor,No,NotBuy,91.08,6.0
5516,0,0.0,0,0.0,11,267.5666667,0.0,0.009090909,7.68745056,0.0,Oct,2,2,1,3,New_Visitor,No,Buy,89.1888889,3.6666666666666665
5517,3,397.7,4,1093.3,66,4152.7631,0.014979592,0.017561939,6.282904602,0.0,Sep,3,2,8,4,Returning_Visitor,Yes,NotBuy,1881.2543666666668,24.333333333333332
5518,0,0.0,0,0.0,16,645.2,0.0125,0.05,0.0,0.0,Jul,4,1,3,1,Returning_Visitor,Yes,NotBuy,215.0666666666667,5.333333333333333
5519,16,932.7971429,0,0.0,40,991.7155466,0.008888889,0.011659808,0.0,0.0,Sep,1,2,1,1,Returning_Visitor,No,NotBuy,641.5042298333334,18.666666666666668
5520,3,56.8,1,3.0,73,1677.666667,0.010666667,0.040444444,0.0,0.0,June,2,2,7,1,Returning_Visitor,No,NotBuy,579.1555556666666,25.666666666666668
5521,1,10.0,0,0.0,5,354.9,0.0,0.06,0.0,0.0,Sep,2,2,5,1,Returning_Visitor,No,NotBuy,121.63333333333333,2.0
5522,0,0.0,0,0.0,3,74.6,0.0,0.066666667,0.0,0.0,Jul,3,2,3,4,Returning_Visitor,Yes,NotBuy,24.866666666666664,1.0
5523,10,89.98,0,0.0,96,1304.973333,0.003921569,0.008309991,6.175932014,0.0,Oct,2,2,1,3,Returning_Visitor,No,NotBuy,464.98444433333333,35.333333333333336
5524,0,0.0,0,0.0,6,95.0,0.028571429,0.028571429,86.33623272,0.0,Oct,1,1,4,2,New_Visitor,No,Buy,31.666666666666668,2.0
5525,1,67.5,0,0.0,28,873.64,0.0,0.006785714,0.0,0.0,Sep,3,2,1,6,Returning_Visitor,No,NotBuy,313.7133333333333,9.666666666666666
5526,13,234.5666667,0,0.0,80,1807.227778,0.016091954,0.0348659,4.192980384,0.0,Jul,4,2,3,13,Returning_Visitor,No,NotBuy,680.5981482333333,31.0
5527,2,63.5,0,0.0,104,1667.158421,0.0,0.002547045,0.0,0.0,Jul,2,4,2,1,Returning_Visitor,Yes,NotBuy,576.8861403333334,35.333333333333336
5528,1,4.0,0,0.0,8,227.1,0.022222222,0.066666667,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,No,NotBuy,77.03333333333333,3.0
